model,version,table,field,type,length,precision,scale,default
pedsnet,v2.0,drug_exposure,days_supply,integer,,,,
pedsnet,v2.0,drug_exposure,dose_unit_concept_id,integer,,,,
pedsnet,v2.0,drug_exposure,dose_unit_source_value,string,256,,,
pedsnet,v2.0,drug_exposure,drug_concept_id,integer,,,,
pedsnet,v2.0,drug_exposure,drug_exposure_end_date,date,,,,
pedsnet,v2.0,drug_exposure,drug_exposure_end_time,datetime,,,,
pedsnet,v2.0,drug_exposure,drug_exposure_id,integer,,,,
pedsnet,v2.0,drug_exposure,drug_exposure_start_date,date,,,,
pedsnet,v2.0,drug_exposure,drug_exposure_start_time,datetime,,,,
pedsnet,v2.0,drug_exposure,drug_source_concept_id,integer,,,,
pedsnet,v2.0,drug_exposure,drug_source_value,string,256,,,
pedsnet,v2.0,drug_exposure,drug_type_concept_id,integer,,,,
pedsnet,v2.0,drug_exposure,effective_drug_dose,number,,20,5,
pedsnet,v2.0,drug_exposure,lot_number,string,256,,,
pedsnet,v2.0,drug_exposure,person_id,integer,,,,
pedsnet,v2.0,drug_exposure,provider_id,integer,,,,
pedsnet,v2.0,drug_exposure,quantity,number,,20,5,
pedsnet,v2.0,drug_exposure,refills,integer,,,,
pedsnet,v2.0,drug_exposure,route_concept_id,integer,,,,
pedsnet,v2.0,drug_exposure,route_source_value,string,256,,,
pedsnet,v2.0,drug_exposure,sig,text,,,,
pedsnet,v2.0,drug_exposure,stop_reason,string,256,,,
pedsnet,v2.0,drug_exposure,visit_occurrence_id,integer,,,,
