model,version,table,field,type,length,precision,scale,default
pcornet,v4,vital,bp_position,string,2,,,
pcornet,v4,vital,diastolic,number,,15,8,
pcornet,v4,vital,encounterid,string,,,,
pcornet,v4,vital,ht,number,,15,8,
pcornet,v4,vital,measure_date,date,,,,
pcornet,v4,vital,measure_time,string,5,,,
pcornet,v4,vital,original_bmi,number,,15,8,
pcornet,v4,vital,patid,string,,,,
pcornet,v4,vital,raw_bp_position,string,,,,
pcornet,v4,vital,raw_diastolic,string,,,,
pcornet,v4,vital,raw_systolic,string,,,,
pcornet,v4,vital,raw_tobacco,string,,,,
pcornet,v4,vital,raw_tobacco_type,string,,,,
pcornet,v4,vital,smoking,string,2,,,
pcornet,v4,vital,systolic,number,,15,8,
pcornet,v4,vital,tobacco,string,2,,,
pcornet,v4,vital,tobacco_type,string,2,,,
pcornet,v4,vital,vitalid,string,,,,
pcornet,v4,vital,vital_source,string,2,,,
pcornet,v4,vital,wt,number,,15,8,
