model,version,table,field,ref_table,ref_field,name
omop,v5,attribute_definition,attribute_type_concept_id,concept,concept_id,
omop,v5,care_site,location_id,location,location_id,fpk_care_site_location
omop,v5,care_site,place_of_service_concept_id,concept,concept_id,fpk_care_site_place
omop,v5,cohort,cohort_definition_id,cohort_definition,cohort_definition_id,fpk_cohort_definition
omop,v5,cohort_attribute,attribute_definition_id,attribute_definition,attribute_definition_id,fpk_ca_attribute_definition
omop,v5,cohort_attribute,cohort_definition_id,cohort_definition,cohort_definition_id,fpk_ca_cohort_definition
omop,v5,cohort_attribute,value_as_concept_id,concept,concept_id,fpk_ca_value
omop,v5,cohort_definition,definition_type_concept_id,concept,concept_id,fpk_cohort_definition_concept
omop,v5,cohort_definition,subject_concept_id,concept,concept_id,
omop,v5,concept,concept_class_id,concept_class,concept_class_id,fpk_concept_class
omop,v5,concept,domain_id,domain,domain_id,fpk_concept_domain
omop,v5,concept,vocabulary_id,vocabulary,vocabulary_id,fpk_concept_vocabulary
omop,v5,concept_ancestor,ancestor_concept_id,concept,concept_id,fpk_concept_ancestor_concept_1
omop,v5,concept_ancestor,descendant_concept_id,concept,concept_id,fpk_concept_ancestor_concept_2
omop,v5,concept_class,concept_class_concept_id,concept,concept_id,fpk_concept_class_concept
omop,v5,concept_relationship,concept_id_1,concept,concept_id,fpk_concept_relationship_c_1
omop,v5,concept_relationship,concept_id_2,concept,concept_id,fpk_concept_relationship_c_2
omop,v5,concept_relationship,relationship_id,relationship,relationship_id,fpk_concept_relationship_id
omop,v5,concept_synonym,concept_id,concept,concept_id,fpk_concept_synonym_concept
omop,v5,concept_synonym,language_concept_id,concept,concept_id,
omop,v5,condition_era,condition_concept_id,concept,concept_id,fpk_condition_era_concept
omop,v5,condition_era,person_id,person,person_id,fpk_condition_era_person
omop,v5,condition_occurrence,condition_concept_id,concept,concept_id,fpk_condition_concept
omop,v5,condition_occurrence,condition_source_concept_id,concept,concept_id,fpk_condition_concept_s
omop,v5,condition_occurrence,condition_type_concept_id,concept,concept_id,fpk_condition_type_concept
omop,v5,condition_occurrence,person_id,person,person_id,fpk_condition_person
omop,v5,condition_occurrence,provider_id,provider,provider_id,fpk_condition_provider
