model,version,table,field,type,length,precision,scale,default
pcornet,v7.0,external_meds,extmedid,string,,,,
pcornet,v7.0,external_meds,patid,string,,,,
pcornet,v7.0,external_meds,ext_record_date,date,,,,
pcornet,v7.0,external_meds,ext_pat_start_date,date,,,,
pcornet,v7.0,external_meds,ext_end_date,date,,,,
pcornet,v7.0,external_meds,ext_pat_end_date,date,,,,
pcornet,v7.0,external_meds,ext_dose,number,,15,8,
pcornet,v7.0,external_meds,ext_dose_ordered_unit,string,,,,
pcornet,v7.0,external_meds,ext_dose_form,string,,,,
pcornet,v7.0,external_meds,ext_route,string,,,,
pcornet,v7.0,external_meds,ext_basis,string,2,,,
pcornet,v7.0,external_meds,rxnorm_cui,string,8,,,
pcornet,v7.0,external_meds,extmed_source,string,2,,,
pcornet,v7.0,external_meds,raw_ext_med_name,string,,,,
pcornet,v7.0,external_meds,raw_rxnorm_cui,string,,,,
pcornet,v7.0,external_meds,raw_ext_ndc,string,,,,
pcornet,v7.0,external_meds,raw_ext_dose,string,,,,
pcornet,v7.0,external_meds,raw_ext_dose_unit,string,,,,
pcornet,v7.0,external_meds,raw_ext_route,string,,,,
