model,version,table,field,type,length,precision,scale,default
pedsnet,v2.1,observation,observation_concept_id,integer,,,,
pedsnet,v2.1,observation,observation_date,date,,,,
pedsnet,v2.1,observation,observation_id,integer,,,,
pedsnet,v2.1,observation,observation_source_concept_id,integer,,,,
pedsnet,v2.1,observation,observation_source_value,string,256,,,
pedsnet,v2.1,observation,observation_time,datetime,,,,
pedsnet,v2.1,observation,observation_type_concept_id,integer,,,,
pedsnet,v2.1,observation,person_id,integer,,,,
pedsnet,v2.1,observation,provider_id,integer,,,,
pedsnet,v2.1,observation,qualifier_concept_id,integer,,,,
pedsnet,v2.1,observation,qualifier_source_value,string,256,,,
pedsnet,v2.1,observation,unit_concept_id,integer,,,,
pedsnet,v2.1,observation,unit_source_value,string,256,,,
pedsnet,v2.1,observation,value_as_concept_id,integer,,,,
pedsnet,v2.1,observation,value_as_number,number,,20,5,
pedsnet,v2.1,observation,value_as_string,string,256,,,
pedsnet,v2.1,observation,visit_occurrence_id,integer,,,,
