model,version,table,field,type,length,precision,scale,default
pcornet,v5.1,vital,bp_position,string,2,,,
pcornet,v5.1,vital,diastolic,number,,15,8,
pcornet,v5.1,vital,encounterid,string,,,,
pcornet,v5.1,vital,ht,number,,15,8,
pcornet,v5.1,vital,measure_date,date,,,,
pcornet,v5.1,vital,measure_time,string,5,,,
pcornet,v5.1,vital,original_bmi,number,,15,8,
pcornet,v5.1,vital,patid,string,,,,
pcornet,v5.1,vital,raw_bp_position,string,,,,
pcornet,v5.1,vital,raw_diastolic,string,,,,
pcornet,v5.1,vital,raw_systolic,string,,,,
pcornet,v5.1,vital,raw_tobacco,string,,,,
pcornet,v5.1,vital,raw_tobacco_type,string,,,,
pcornet,v5.1,vital,smoking,string,2,,,
cornet,v5.1,vital,raw_smoking,string,,,,
pcornet,v5.1,vital,systolic,number,,15,8,
pcornet,v5.1,vital,tobacco,string,2,,,
pcornet,v5.1,vital,tobacco_type,string,2,,,
pcornet,v5.1,vital,vitalid,string,,,,
pcornet,v5.1,vital,vital_source,string,2,,,
pcornet,v5.1,vital,wt,number,,15,8,
