model,version,table,field,type,length,precision,scale,default
pcornet,v5.1,immunization,immunizationid,string,,,,
pcornet,v5.1,immunization,patid,string,,,,
pcornet,v5.1,immunization,encounterid,string,,,,
pcornet,v5.1,immunization,proceduresid,string,,,,
pcornet,v5.1,immunization,vx_providerid,string,,,,
pcornet,v5.1,immunization,vx_record_date,date,,,,
pcornet,v5.1,immunization,vx_admin_date,date,,,,
pcornet,v5.1,immunization,vx_code_type,string,2,,,
pcornet,v5.1,immunization,vx_code,string,,,,
pcornet,v5.1,immunization,vx_status,string,2,,,
pcornet,v5.1,immunization,vx_status_reason,string,2,,,
pcornet,v5.1,immunization,vx_source,string,2,,,
pcornet,v5.1,immunization,vx_dose,number,,,,
pcornet,v5.1,immunization,vx_dose_unit,string,,,,
pcornet,v5.1,immunization,vx_route,string,,,,
pcornet,v5.1,immunization,vx_body_site,string,,,,
pcornet,v5.1,immunization,vx_manufacturer,string,,,,
pcornet,v5.1,immunization,vx_lot_num,string,,,,
pcornet,v5.1,immunization,vx_exp_date,date,,,,
pcornet,v5.1,immunization,raw_vx_name,string,,,,
pcornet,v5.1,immunization,raw_vx_code,string,,,,
pcornet,v5.1,immunization,raw_vx_code_type,string,,,,
pcornet,v5.1,immunization,raw_vx_dose,string,,,,
pcornet,v5.1,immunization,raw_vx_dose_unit,string,,,,
pcornet,v5.1,immunization,raw_vx_route,string,,,,
pcornet,v5.1,immunization,raw_vx_body_site,string,,,,
pcornet,v5.1,immunization,raw_vx_status,string,,,,
pcornet,v5.1,immunization,raw_vx_status_reason,string,,,,
pcornet,v5.1,immunization,raw_vx_manufacturer,string,,,,
