model,version,table,field,type,length,precision,scale,default
pedsnet,2.2.0,provider,care_site_id,integer,,,,
pedsnet,2.2.0,provider,dea,string,256,,,
pedsnet,2.2.0,provider,gender_concept_id,integer,,,,
pedsnet,2.2.0,provider,gender_source_concept_id,integer,,,,
pedsnet,2.2.0,provider,gender_source_value,string,256,,,
pedsnet,2.2.0,provider,npi,string,256,,,
pedsnet,2.2.0,provider,provider_id,integer,,,,
pedsnet,2.2.0,provider,provider_name,string,256,,,
pedsnet,2.2.0,provider,provider_source_value,string,256,,,
pedsnet,2.2.0,provider,specialty_concept_id,integer,,,,
pedsnet,2.2.0,provider,specialty_source_concept_id,integer,,,,
pedsnet,2.2.0,provider,specialty_source_value,string,256,,,
pedsnet,2.2.0,provider,year_of_birth,integer,,,,
