model,version,table,field,type,length,precision,scale,default
pcornet,v2,vital,bp_position,string,2,,,
pcornet,v2,vital,diastolic,number,,4,,
pcornet,v2,vital,encounterid,string,,,,
pcornet,v2,vital,ht,number,,8,,
pcornet,v2,vital,measure_date,string,10,,,
pcornet,v2,vital,measure_time,string,5,,,
pcornet,v2,vital,original_bmi,number,,8,,
pcornet,v2,vital,patid,string,,,,
pcornet,v2,vital,raw_bp_position,string,,,,
pcornet,v2,vital,raw_diastolic,string,,,,
pcornet,v2,vital,raw_systolic,string,,,,
pcornet,v2,vital,raw_tobacco,string,,,,
pcornet,v2,vital,raw_tobacco_type,string,,,,
pcornet,v2,vital,systolic,number,,4,,
pcornet,v2,vital,tobacco,string,2,,,
pcornet,v2,vital,tobacco_type,string,2,,,
pcornet,v2,vital,vital_source,string,2,,,
pcornet,v2,vital,wt,number,,8,,
