model,version,table,field,required,ref_table,ref_field,standard,description
pedsnet,v1,drug_strength,drug_concept_id,,,,,
pedsnet,v1,drug_strength,ingredient_concept_id,,,,,
pedsnet,v1,drug_strength,amount_value,,,,,
pedsnet,v1,drug_strength,amount_unit,,,,,
pedsnet,v1,drug_strength,concentration_value,,,,,
pedsnet,v1,drug_strength,concentration_enum_unit,,,,,
pedsnet,v1,drug_strength,concentration_denom_unit,,,,,
pedsnet,v1,drug_strength,valid_start_date,,,,,
pedsnet,v1,drug_strength,valid_end_date,,,,,
pedsnet,v1,drug_strength,invalid_reason,,,,,
