model,version,table,field,ref_table,ref_field,name
pedsnet,v2.6,care_site,location_id,location,location_id,fpk_care_site_location
pedsnet,v2.6,care_site,place_of_service_concept_id,concept,concept_id,fpk_care_site_place
pedsnet,v2.6,care_site,specialty_concept_id,concept,concept_id,fpk_specialty_concept
pedsnet,v2.6,concept,concept_class_id,concept_class,concept_class_id,fpk_concept_class
pedsnet,v2.6,concept,domain_id,domain,domain_id,fpk_concept_domain
pedsnet,v2.6,concept,vocabulary_id,vocabulary,vocabulary_id,fpk_concept_vocabulary
pedsnet,v2.6,concept_ancestor,ancestor_concept_id,concept,concept_id,fpk_concept_ancestor_concept_1
pedsnet,v2.6,concept_ancestor,descendant_concept_id,concept,concept_id,fpk_concept_ancestor_concept_2
pedsnet,v2.6,concept_class,concept_class_concept_id,concept,concept_id,fpk_concept_class_concept
pedsnet,v2.6,concept_relationship,concept_id_1,concept,concept_id,fpk_concept_relationship_c_1
pedsnet,v2.6,concept_relationship,concept_id_2,concept,concept_id,fpk_concept_relationship_c_2
pedsnet,v2.6,concept_relationship,relationship_id,relationship,relationship_id,fpk_concept_relationship_id
pedsnet,v2.6,concept_synonym,concept_id,concept,concept_id,fpk_concept_synonym_concept
pedsnet,v2.6,condition_occurrence,condition_concept_id,concept,concept_id,fpk_condition_concept
pedsnet,v2.6,condition_occurrence,condition_source_concept_id,concept,concept_id,fpk_condition_concept_s
pedsnet,v2.6,condition_occurrence,condition_type_concept_id,concept,concept_id,fpk_condition_type_concept
pedsnet,v2.6,condition_occurrence,person_id,person,person_id,fpk_condition_person
pedsnet,v2.6,condition_occurrence,provider_id,provider,provider_id,fpk_condition_provider
pedsnet,v2.6,condition_occurrence,condition_status_concept_id,concept,concept_id,fpk_condition_status
pedsnet,v2.6,condition_occurrence,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_condition_visit
pedsnet,v2.6,death,cause_concept_id,concept,concept_id,fpk_death_cause_concept
pedsnet,v2.6,death,cause_source_concept_id,concept,concept_id,fpk_death_cause_concept_s
pedsnet,v2.6,death,death_type_concept_id,concept,concept_id,fpk_death_type_concept
pedsnet,v2.6,death,death_impute_concept_id,concept,concept_id,fpk_death_impute_concept
pedsnet,v2.6,death,person_id,person,person_id,fpk_death_person
pedsnet,v2.6,domain,domain_concept_id,concept,concept_id,fpk_domain_concept
pedsnet,v2.6,drug_exposure,dose_unit_concept_id,concept,concept_id,fpk_drug_dose_unit_concept
pedsnet,v2.6,drug_exposure,drug_concept_id,concept,concept_id,fpk_drug_concept
pedsnet,v2.6,drug_exposure,drug_source_concept_id,concept,concept_id,fpk_drug_concept_s
pedsnet,v2.6,drug_exposure,drug_type_concept_id,concept,concept_id,fpk_drug_type_concept
pedsnet,v2.6,drug_exposure,person_id,person,person_id,fpk_drug_person
pedsnet,v2.6,drug_exposure,provider_id,provider,provider_id,fpk_drug_provider
pedsnet,v2.6,drug_exposure,route_concept_id,concept,concept_id,fpk_drug_route_concept
pedsnet,v2.6,drug_exposure,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_drug_visit
pedsnet,v2.6,drug_strength,drug_concept_id,concept,concept_id,fpk_drug_strength_concept_1
pedsnet,v2.6,drug_strength,ingredient_concept_id,concept,concept_id,fpk_drug_strength_concept_2
pedsnet,v2.6,drug_strength,amount_unit_concept_id,concept,concept_id,fpk_drug_strength_unit_1
pedsnet,v2.6,drug_strength,numerator_unit_concept_id,concept,concept_id,fpk_drug_strength_unit_2
pedsnet,v2.6,drug_strength,denominator_unit_concept_id,concept,concept_id,fpk_drug_strength_unit_3
pedsnet,v2.6,fact_relationship,domain_concept_id_1,concept,concept_id,fpk_fact_domain_1
pedsnet,v2.6,fact_relationship,domain_concept_id_2,concept,concept_id,fpk_fact_domain_2
pedsnet,v2.6,fact_relationship,relationship_concept_id,concept,concept_id,fpk_fact_relationship
pedsnet,v2.6,measurement,measurement_concept_id,concept,concept_id,fpk_measurement_concept
pedsnet,v2.6,measurement,measurement_source_concept_id,concept,concept_id,fpk_measurement_concept_s
pedsnet,v2.6,measurement,measurement_type_concept_id,concept,concept_id,fpk_measurement_type_concept
pedsnet,v2.6,measurement,operator_concept_id,concept,concept_id,fpk_measurement_operator
pedsnet,v2.6,measurement,person_id,person,person_id,fpk_measurement_person
pedsnet,v2.6,measurement,provider_id,provider,provider_id,fpk_measurement_provider
pedsnet,v2.6,measurement,priority_concept_id,concept,concept_id,fpk_measurement_priority
pedsnet,v2.6,measurement,unit_concept_id,concept,concept_id,fpk_measurement_unit
pedsnet,v2.6,measurement,value_as_concept_id,concept,concept_id,fpk_measurement_value
pedsnet,v2.6,measurement,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_measurement_visit
pedsnet,v2.6,measurement,range_low_operator_concept_id,concept,concept_id,fpk_measurement_range_low_op
pedsnet,v2.6,measurement,range_high_operator_concept_id,concept,concept_id,fpk_measurement_range_high_op
pedsnet,v2.6,observation,observation_concept_id,concept,concept_id,fpk_observation_concept
pedsnet,v2.6,observation,observation_source_concept_id,concept,concept_id,fpk_observation_concept_s
pedsnet,v2.6,observation,observation_type_concept_id,concept,concept_id,fpk_observation_type_concept
pedsnet,v2.6,observation,person_id,person,person_id,fpk_observation_person
pedsnet,v2.6,observation,provider_id,provider,provider_id,fpk_observation_provider
pedsnet,v2.6,observation,qualifier_concept_id,concept,concept_id,fpk_observation_qualifier
