model,version,table,field,type,length,precision,scale,default
omop,v5.1,provider,care_site_id,integer,,,,
omop,v5.1,provider,dea,string,20,,,
omop,v5.1,provider,gender_concept_id,integer,,,,
omop,v5.1,provider,gender_source_concept_id,integer,,,,
omop,v5.1,provider,gender_source_value,string,50,,,
omop,v5.1,provider,npi,string,20,,,
omop,v5.1,provider,provider_id,integer,,,,
omop,v5.1,provider,provider_name,string,255,,,
omop,v5.1,provider,provider_source_value,string,50,,,
omop,v5.1,provider,specialty_concept_id,integer,,,,
omop,v5.1,provider,specialty_source_concept_id,integer,,,,
omop,v5.1,provider,specialty_source_value,string,50,,,
omop,v5.1,provider,year_of_birth,integer,,,,
