model,version,table,field,required,ref_table,ref_field,data_format,replicated,unit_of_measure,value_set,value_description,description
pcornet,v3,PRESCRIBING,PRESCRIBINGID,YES,,,,,,,,"Arbitrary identifier for each unique PRESCRIBING record. Does not need to be persistent across refreshes, and may be created by methods such as sequence or GUID."
pcornet,v3,PRESCRIBING,PATID,YES,DEMOGRAPHIC,PATID,,,,,,Arbitrary person-level identifier used to link across tables.
pcornet,v3,PRESCRIBING,ENCOUNTERID,NO,ENCOUNTER,ENCOUNTERID,,,,,,Arbitrary encounter-level identifier. This is an optional relationship; the ENCOUNTERID should be present if the prescribing activity is directly associated with an encounter.
pcornet,v3,PRESCRIBING,RX_PROVIDERID,NO,,,,,,,,Provider code for the provider who prescribed the medication. The provider code is a pseudoidentifier with a consistent crosswalk to the real identifier. 
pcornet,v3,PRESCRIBING,RX_ORDER_DATE,NO,,,,,,,,Order date of the prescription by the provider. 
pcornet,v3,PRESCRIBING,RX_ORDER_TIME,NO,,,,,,,,Order time of the prescription by the provider. 
pcornet,v3,PRESCRIBING,RX_START_DATE,NO,,,,,,,,Start date of order. This attribute may not be consistent with the date on which the patient actually begin taking the medication.
pcornet,v3,PRESCRIBING,RX_END_DATE,NO,,,,,,,,End date of order (if available).
pcornet,v3,PRESCRIBING,RX_QUANTITY,NO,,,,,,,,Quantity ordered.
pcornet,v3,PRESCRIBING,RX_REFILLS,NO,,,,,,,,"Number of refills ordered (not including the original prescription). If no refills are ordered, the value should be zero."
pcornet,v3,PRESCRIBING,RX_DAYS_SUPPLY,NO,,,,,,,,"Number of days supply ordered, as specified by the prescription."
pcornet,v3,PRESCRIBING,RX_FREQUENCY,NO,,,,,,,01=Every day 02=Two times a day (BID) 03=Three times a day (TID) 04=Four times a day (QID) 05=Every morning 06=Every afternoon 07=Before meals 08=After meals 09=As needed (PRN) NI=No information UN=Unknown OT=Other,Specified frequency of medication.
pcornet,v3,PRESCRIBING,RX_BASIS,NO,,,,,,,01=Dispensing 02=Administration NI=No information UN=Unknown OT=Other,Basis of the medication order
pcornet,v3,PRESCRIBING,RXNORM_CUI,NO,,,,,,,,"Where an RxNorm mapping exists for the source medication, this field contains the RxNorm concept identifier (CUI) at the highest possible specificity. If more than one option exists for mapping, the following ordered strategy may be adopted: 1)Semantic generic clinical drug 2)Semantic Branded clinical drug 3)Generic drug pack 4)Branded drug pack"
pcornet,v3,PRESCRIBING,RAW_RX_MED_NAME,NO,,,,,,,,"Optional field for originating, full textual medication name from the source."
pcornet,v3,PRESCRIBING,RAW_RX_FREQUENCY,NO,,,,,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
pcornet,v3,PRESCRIBING,RAW_RXNORM_CUI,NO,,,,,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
