model,version,table,field,required,ref_table,ref_field,data_format,replicated,unit_of_measure,value_set,value_description,description
pcornet,v3,HARVEST,NETWORKID,YES,,,,,,,,This identifier is assigned by DSSNI operations
pcornet,v3,HARVEST,NETWORK_NAME,NO,,,,,,,,Descriptive name of the network
pcornet,v3,HARVEST,DATAMARTID,YES,,,,,,,,This identifier is assigned by DSSNI operations
pcornet,v3,HARVEST,DATAMART_NAME,NO,,,,,,,,Descriptive name of the datamart 
pcornet,v3,HARVEST,DATAMART_PLATFORM,NO,,,,,,,01=SQL Server 02=Oracle 03=PostgreSQL 04=MySQL 05=SAS NI=No information UN=Unknown OT=Other,
pcornet,v3,HARVEST,CDM_VERSION,NO,,,,,,,,"Version currently implemented within this datamart (for example, 1.0, 2.0, 3.0)."
pcornet,v3,HARVEST,DATAMART_CLAIMS,NO,,,,,,,01=Not present 02=Present NI=No information UN=Unknown OT=Other,Datamart includes claims data source(s) 
pcornet,v3,HARVEST,DATAMART_EHR,NO,,,,,,,01=Not present 02=Present NI=No information UN=Unknown OT=Other,Datamart includes EHR data source(s) 
pcornet,v3,HARVEST,BIRTH_DATE_MGMT,NO,,,,,,,01=No imputation or obfuscation 02=Imputation for incomplete dates 03=Date obfuscation 04=Both imputation and obfuscation NI=No information UN=Unknown OT=Other,Data management strategy currently present in the BIRTH_DATE field on the DEMOGRAPHIC table Please see notes for additional definitions.
pcornet,v3,HARVEST,ENR_START_DATE_MGMT,NO,,,,,,,01=No imputation or obfuscation 02=Imputation for incomplete dates 03=Date obfuscation 04=Both imputation and obfuscation NI=No information UN=Unknown OT=Other,Data management strategy currently present in the ENR_START_DATE field on the ENROLLMENT table Please see notes for additional definitions.
pcornet,v3,HARVEST,ENR_END_DATE_MGMT,NO,,,,,,,01=No imputation or obfuscation 02=Imputation for incomplete dates 03=Date obfuscation 04=Both imputation and obfuscation NI=No information UN=Unknown OT=Other,Data management strategy currently present in the ENR_END_DATE field on the ENROLLMENT table Please see notes for additional definitions.
pcornet,v3,HARVEST,ADMIT_DATE_MGMT,NO,,,,,,,01=No imputation or obfuscation 02=Imputation for incomplete dates 03=Date obfuscation 04=Both imputation and obfuscation NI=No information UN=Unknown OT=Other,Data management strategy currently present in the ADMIT_DATE field on the ENCOUNTER table Please see notes for additional definitions.
