model,version,table,field,type,length,precision,scale,default
pedsnet,1.0.0,observation,associated_provider_id,integer,,,,
pedsnet,1.0.0,observation,observation_concept_id,integer,,,,
pedsnet,1.0.0,observation,observation_date,datetime,,,,
pedsnet,1.0.0,observation,observation_id,integer,,,,
pedsnet,1.0.0,observation,observation_source_value,string,100,,,
pedsnet,1.0.0,observation,observation_time,datetime,,,,
pedsnet,1.0.0,observation,observation_type_concept_id,integer,,,,
pedsnet,1.0.0,observation,person_id,integer,,,,
pedsnet,1.0.0,observation,range_high,number,,53,,
pedsnet,1.0.0,observation,range_low,number,,53,,
pedsnet,1.0.0,observation,relevant_condition_concept_id,integer,,,,
pedsnet,1.0.0,observation,unit_concept_id,integer,,,,
pedsnet,1.0.0,observation,unit_source_value,string,100,,,
pedsnet,1.0.0,observation,value_as_concept_id,integer,,,,
pedsnet,1.0.0,observation,value_as_number,number,,53,,
pedsnet,1.0.0,observation,value_as_string,string,4000,,,
pedsnet,1.0.0,observation,visit_occurrence_id,integer,,,,
