model,version,table,field,type,length,precision,scale,default
omop,v4,person,care_site_id,integer,,,,
omop,v4,person,day_of_birth,number,,4,2,
omop,v4,person,ethnicity_concept_id,integer,,,,
omop,v4,person,ethnicity_source_value,string,50,,,
omop,v4,person,gender_concept_id,integer,,,,
omop,v4,person,gender_source_value,string,50,,,
omop,v4,person,location_id,integer,,,,
omop,v4,person,month_of_birth,number,,4,2,
omop,v4,person,person_id,integer,,,,
omop,v4,person,person_source_value,string,50,,,
omop,v4,person,provider_id,integer,,,,
omop,v4,person,race_concept_id,integer,,,,
omop,v4,person,race_source_value,string,50,,,
omop,v4,person,year_of_birth,number,,6,2,
