model,version,name,unique,table,field,order
pedsnet,v1,idx_concept_code,No,concept,concept_code,asc
pedsnet,v1,idx_concept_concept_id,Yes,concept,concept_id,asc
pedsnet,v1,idx_concept_vocabluary_id,No,concept,vocabulary_id,asc
pedsnet,v1,idx_concept_relationship_id_1,No,concept_relationship,concept_id_1,asc
pedsnet,v1,idx_concept_relationship_id_2,No,concept_relationship,concept_id_2,asc
pedsnet,v1,idx_concept_relationship_id_3,No,concept_relationship,relationship_id,asc
pedsnet,v1,idx_concept_synonym_id,No,concept_synonym,concept_id,asc
pedsnet,v1,idx_condition_concept_id,No,condition_occurrence,condition_concept_id,asc
pedsnet,v1,idx_condition_person_id,No,condition_occurrence,person_id,asc
pedsnet,v1,idx_condition_visit_id,No,condition_occurrence,visit_occurrence_id,asc
pedsnet,v1,idx_death_person_id,No,death,person_id,asc
pedsnet,v1,idx_observation_concept_id,No,observation,observation_concept_id,asc
pedsnet,v1,idx_observation_person_id,No,observation,person_id,asc
pedsnet,v1,idx_observation_visit_id,No,observation,visit_occurrence_id,asc
pedsnet,v1,idx_observation_period_id,No,observation_period,person_id,asc
pedsnet,v1,idx_person_id,Yes,person,person_id,asc
pedsnet,v1,idx_procedure_person_id,No,procedure_occurrence,person_id,asc
pedsnet,v1,idx_procedure_concept_id,No,procedure_occurrence,procedure_concept_id,asc
pedsnet,v1,idx_procedure_visit_id,No,procedure_occurrence,visit_occurrence_id,asc
pedsnet,v1,idx_relationship_rel_id,Yes,relationship,relationship_id,asc
pedsnet,v1,idx_source_to_concept_map_code,No,source_to_concept_map,source_code,asc
pedsnet,v1,idx_visit_person_id,No,visit_occurrence,person_id,asc
pedsnet,v1,idx_visit_concept_id,No,visit_occurrence,visit_concept_id,asc
pedsnet,v1,idx_vocabulary_vocabulary_id,Yes,vocabulary,vocabulary_id,asc
