model,version,table,field,required,ref_table,ref_field,data_format,replicated,unit_of_measure,value_set,value_description,description
pcornet,1.0.0,vital,bp_position,NO,,,,NO,,01;02;03;NI;UN;OT,"01 = Sitting 02 = Standing 03 = Supine NI = No information UN = Unknown OT = Other",Position for orthostatic blood pressure. Leave blank if blood pressure was not measured.
pcornet,1.0.0,vital,diastolic,NO,,,,NO,MMHG,,,"Diastolic blood pressure (in mmHg). Only populated if measure was taken on this date. If missing, leave blank."
pcornet,1.0.0,vital,encounterid,NO,ENCOUNTER,ENCOUNTERID,,NO,,,,Arbitrary encounter-level identifier. This is an optional relationship; the ENCOUNTERID should be present if the vitals were measured as part of healthcare delivery.
pcornet,1.0.0,vital,ht,NO,,,,NO,INCH,,,"Height (in inches) measured by standing. Only populated if measure was taken on this date. If missing, leave blank. Decimal precision is permissible."
pcornet,1.0.0,vital,measure_date,NO,,,YYYY-MM-DD,NO,DATE,,,Date of vitals measure.
pcornet,1.0.0,vital,measure_time,NO,,,HH:MI (24-hour clock and zero padding),NO,TIME,,,Time of vitals measure.
pcornet,1.0.0,vital,original_bmi,NO,,,,NO,,,,"BMI if calculated in the source system.  Important: Please do not calculate BMI during CDM implementation. This field should only reflect originating source system calculations, if height and weight are not stored in the source."
pcornet,1.0.0,vital,patid,NO,DEMOGRAPHIC,PATID,,NO,,,,Arbitrary person-level identifier. Used to link across tables.
pcornet,1.0.0,vital,raw_bp_position,NO,,,,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
pcornet,1.0.0,vital,raw_diastolic,NO,,,,NO,,,,"Optional field for originating value of field, prior to formatting into the PCORnet CDM."
pcornet,1.0.0,vital,raw_systolic,NO,,,,NO,,,,"Optional field for originating value of field, prior to formatting into the PCORnet CDM."
pcornet,1.0.0,vital,raw_vital_source,NO,,,,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
pcornet,1.0.0,vital,systolic,NO,,,,NO,MMHG,,,"Systolic blood pressure (in mmHg). Only populated if measure was taken on this date. If missing, leave blank."
pcornet,1.0.0,vital,vital_source,NO,,,,NO,,PR;HC;NI;UN;OT,"PR = Patient-reported HC = Healthcare delivery setting NI = No information UN = Unknown OT = Other","Please note: The ""Patient-reported"" category can include reporting by patient's family or guardian."
pcornet,1.0.0,vital,wt,NO,,,,NO,POUND,,,"Weight (in pounds). Only populated if measure was taken on this date. If missing, leave blank. Decimal precision is permissible."
