model,version,table,field,type,length,precision,scale,default
omop,v5,specimen,anatomic_site_concept_id,integer,,,,
omop,v5,specimen,anatomic_site_source_value,string,50,,,
omop,v5,specimen,disease_status_concept_id,integer,,,,
omop,v5,specimen,disease_status_source_value,string,50,,,
omop,v5,specimen,person_id,integer,,,,
omop,v5,specimen,quantity,float,,,,
omop,v5,specimen,specimen_concept_id,integer,,,,
omop,v5,specimen,specimen_date,date,,,,
omop,v5,specimen,specimen_id,integer,,,,
omop,v5,specimen,specimen_source_id,string,50,,,
omop,v5,specimen,specimen_source_value,string,50,,,
omop,v5,specimen,specimen_time,string,10,,,
omop,v5,specimen,specimen_type_concept_id,integer,,,,
omop,v5,specimen,unit_concept_id,integer,,,,
omop,v5,specimen,unit_source_value,string,50,,,
