model,version,table,field,type,length,precision,scale,default
omop,5.0.0,procedure_cost,currency_concept_id,integer,,,,
omop,5.0.0,procedure_cost,paid_by_coordination_benefits,number,,20,5,
omop,5.0.0,procedure_cost,paid_by_payer,number,,20,5,
omop,5.0.0,procedure_cost,paid_coinsurance,number,,20,5,
omop,5.0.0,procedure_cost,paid_copay,number,,20,5,
omop,5.0.0,procedure_cost,paid_toward_deductible,number,,20,5,
omop,5.0.0,procedure_cost,payer_plan_period_id,integer,,,,
omop,5.0.0,procedure_cost,procedure_cost_id,integer,,,,
omop,5.0.0,procedure_cost,procedure_occurrence_id,integer,,,,
omop,5.0.0,procedure_cost,revenue_code_concept_id,integer,,,,
omop,5.0.0,procedure_cost,revenue_code_source_value,string,50,,,
omop,5.0.0,procedure_cost,total_out_of_pocket,number,,20,5,
omop,5.0.0,procedure_cost,total_paid,number,,20,5,
