model,version,table,field,type,length,precision,scale,default
omop,4.0.0,person,care_site_id,integer,,,,
omop,4.0.0,person,day_of_birth,number,,3,1,
omop,4.0.0,person,ethnicity_concept_id,integer,,,,
omop,4.0.0,person,ethnicity_source_value,string,50,,,
omop,4.0.0,person,gender_concept_id,integer,,,,
omop,4.0.0,person,gender_source_value,string,50,,,
omop,4.0.0,person,location_id,integer,,,,
omop,4.0.0,person,month_of_birth,number,,3,1,
omop,4.0.0,person,person_id,integer,,,,
omop,4.0.0,person,person_source_value,string,50,,,
omop,4.0.0,person,provider_id,integer,,,,
omop,4.0.0,person,race_concept_id,integer,,,,
omop,4.0.0,person,race_source_value,string,50,,,
omop,4.0.0,person,year_of_birth,number,,5,1,
