model,version,name,unique,table,field,order
i2b2_pedsnet,2.0.1,ix_obs_concept_cd,No,observation_fact,concept_cd,asc
i2b2_pedsnet,2.0.1,ix_obs_concept_instance_pat,No,observation_fact,concept_cd,asc
i2b2_pedsnet,2.0.1,ix_obs_concept_instance_pat,No,observation_fact,instance_num,asc
i2b2_pedsnet,2.0.1,ix_obs_concept_instance_pat,No,observation_fact,patient_num,asc
i2b2_pedsnet,2.0.1,ix_obs_concept_instance_pat,No,observation_fact,encounter_num,asc
i2b2_pedsnet,2.0.1,ix_obs_enc,No,observation_fact,encounter_num,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_enc,No,observation_fact,patient_num,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_enc,No,observation_fact,concept_cd,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_enc,No,observation_fact,start_date,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_enc,No,observation_fact,end_date,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_enc,No,observation_fact,encounter_num,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_enc,No,observation_fact,instance_num,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_enc,No,observation_fact,provider_id,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_enc,No,observation_fact,nval_num,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_enc,No,observation_fact,valtype_cd,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,patient_num,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,start_date,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,concept_cd,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,encounter_num,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,instance_num,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,nval_num,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,tval_char,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,valtype_cd,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,modifier_cd,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,valueflag_cd,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,provider_id,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,quantity_num,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,units_cd,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,end_date,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,location_cd,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,confidence_num,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,update_date,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,download_date,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,import_date,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,sourcesystem_cd,asc
i2b2_pedsnet,2.0.1,ix_obs_pat_concept_all,No,observation_fact,upload_id,asc
