model,version,table,field,required,ref_table,ref_field,standard,description
omop,v4,drug_cost,average_wholesale_price,No,,,,List price of a drug set by the manufacturer.
omop,v4,drug_cost,dispensing_fee,No,,,,"The portion of the drug expenses due to the dispensing fee charged by the pharmacy, typically a fixed amount. "
omop,v4,drug_cost,drug_cost_id,Yes,,,,A system-generated unique identifier for each drug cost record.
omop,v4,drug_cost,drug_exposure_id,Yes,drug_exposure,drug_exposure_id,,A foreign key identifier to the drug record for which cost data are recorded.
omop,v4,drug_cost,ingredient_cost,No,,,,"The portion of the drug expenses due to the cost charged by the manufacturer for the drug, typically a percentage of the Average Wholesale Price. "
omop,v4,drug_cost,paid_by_coordination_benefits,No,,,,The amount paid by a secondary payer through the coordination of benefits.
omop,v4,drug_cost,paid_by_payer,No,,,,"The amount paid by the payer (insurer). If there is more than one payer, several drug_cost records indicate that fact. "
omop,v4,drug_cost,paid_coinsurance,No,,,,"The amount paid by the person as a joint assumption of risk. Typically, this is a percentage of the expenses defined by the payer plan (policy) after the person's deductible is exceeded. "
omop,v4,drug_cost,paid_copay,No,,,,The amount paid by the person as a fixed contribution to the expenses. Copay does not contribute to the out of pocket expenses.
omop,v4,drug_cost,paid_toward_deductible,No,,,,The amount paid by the person that is counted toward the deductible defined by the payer plan (policy).
omop,v4,drug_cost,payer_plan_period_id,No,payer_plan_period,payer_plan_period_id,,"A foreign key to the payer_plan_period table, where the details of the payer, plan and family are stored. "
omop,v4,drug_cost,total_out_of_pocket,No,,,,"The total amount paid by the person as a share of the expenses, excluding the copay. "
omop,v4,drug_cost,total_paid,No,,,,The total amount paid for the expenses of drug exposure.
