model,version,table,field,required,ref_table,ref_field,standard,description
omop,v6.0,survey_conduct,survey_conduct_id,Yes,,,,Unique identifier for each completed survey.
omop,v6.0,survey_conduct,person_id,Yes,person,person_id,,A foreign key identifier to the Person in the PERSON table about whom the survey was completed.
omop,v6.0,survey_conduct,survey_concept_id,Yes,concept,concept_id,,A foreign key to the predefined Concept identifier in the Standardized Vocabularies reflecting the name and identity of the survey.
omop,v6.0,survey_conduct,survey_start_datetime,No,,,,Date and time on which the survey was started.
omop,v6.0,survey_conduct,survey_start_date,Yes,,,,Date on which the survey was started.
omop,v6.0,survey_conduct,survey_end_datetime,No,,,,Date and time on which the survey was completed.
omop,v6.0,survey_conduct,survey_end_date,No,,,,Date on which the survey was completed.
omop,v6.0,survey_conduct,provider_id,No,provider,provider_id,,A foreign key to the provider in the provider table who was associated with the survey completion.
omop,v6.0,survey_conduct,assisted_concept_id,Yes,concept,concept_id,,A foreign key to the predefined Concept identifier in the Standardized Vocabularies indicating whether the survey was completed with assistance.
omop,v6.0,survey_conduct,respondent_type_concept_id,Yes,concept,concept_id,,"A foreign key to the predefined Concept identifier in the Standardized Vocabularies reflecting the respondent type. Example: Research Associate, Patient."
omop,v6.0,survey_conduct,timing_concept_id,Yes,concept,concept_id,,"A foreign key to the predefined Concept identifier in the Standardized Vocabularies that refers to a certain timing. Example: 3 month follow-up, 6 month follow-up."
omop,v6.0,survey_conduct,collection_method_concept_id,Yes,concept,concept_id,,"A foreign key to the predefined Concept identifier in the Standardized Vocabularies reflecting the data collection method (e.g. Paper, Telephone, Electronic Questionnaire)."
omop,v6.0,survey_conduct,assisted_source_value,No,,,,"Source value representing whether patient required assistance to complete the survey. Example: Completed without assistance Completed with assistance."
omop,v6.0,survey_conduct,respondent_type_source_value,No,,,,"Source code representing role of person who completed the survey."
omop,v6.0,survey_conduct,timing_source_value,No,,,,"Text string representing the timing of the survey. Example: Baseline, 6-month follow-up."
omop,v6.0,survey_conduct,collection_method_source_value,No,,,,"The collection method as it appears in the source data."
omop,v6.0,survey_conduct,survey_source_value,No,,,,"The survey name/title as it appears in the source data."
omop,v6.0,survey_conduct,survey_source_concept_id,Yes,concept,concept_id,,"A foreign key to a predefined Concept that refers to the code for the survey name/title used in the source."
omop,v6.0,survey_conduct,survey_source_identifier,No,,,,"Unique identifier for each completed survey in source system."
omop,v6.0,survey_conduct,validated_survey_concept_id,Yes,concept,concept_id,,"A foreign key to the predefined Concept identifier in the Standardized Vocabularies reflecting the validation status of the survey."
omop,v6.0,survey_conduct,validated_survey_source_value,No,,,,"Source value representing the validation status of the survey."
omop,v6.0,survey_conduct,survey_version_number,No,,,,"Version number of the questionnaire or survey used."
omop,v6.0,survey_conduct,visit_occurrence_id,No,visit_occurrence,visit_occurrence_id,,"A foreign key to the VISIT_OCCURRENCE table during which the survey was completed"
omop,v6.0,survey_conduct,response_visit_occurrence_id,No,visit_occurrence,visit_occurrence_id,,"A foreign key to the visit in the VISIT_OCCURRENCE table during which treatment was carried out that relates to this survey."
