model,version,table,field,type,length,precision,scale,default
pedsnet-bigint,v3.5,provider,care_site_id,biginteger,,,,
pedsnet-bigint,v3.5,provider,dea,string,,,,
pedsnet-bigint,v3.5,provider,gender_concept_id,biginteger,,,,
pedsnet-bigint,v3.5,provider,gender_source_concept_id,biginteger,,,,
pedsnet-bigint,v3.5,provider,gender_source_value,string,,,,
pedsnet-bigint,v3.5,provider,npi,string,,,,
pedsnet-bigint,v3.5,provider,provider_id,biginteger,,,,
pedsnet-bigint,v3.5,provider,provider_name,string,,,,
pedsnet-bigint,v3.5,provider,provider_source_value,string,,,,
pedsnet-bigint,v3.5,provider,specialty_concept_id,biginteger,,,,
pedsnet-bigint,v3.5,provider,specialty_source_concept_id,biginteger,,,,
pedsnet-bigint,v3.5,provider,specialty_source_value,string,,,,
pedsnet-bigint,v3.5,provider,year_of_birth,biginteger,,,,
