model,version,table,field,type,length,precision,scale,default
omop,5.0.0,provider,care_site_id,integer,,,,
omop,5.0.0,provider,dea,string,20,,,
omop,5.0.0,provider,gender_concept_id,integer,,,,
omop,5.0.0,provider,gender_source_concept_id,integer,,,,
omop,5.0.0,provider,gender_source_value,string,50,,,
omop,5.0.0,provider,npi,string,20,,,
omop,5.0.0,provider,provider_id,integer,,,,
omop,5.0.0,provider,provider_name,string,255,,,
omop,5.0.0,provider,provider_source_value,string,50,,,
omop,5.0.0,provider,specialty_concept_id,integer,,,,
omop,5.0.0,provider,specialty_source_concept_id,integer,,,,
omop,5.0.0,provider,specialty_source_value,string,50,,,
omop,5.0.0,provider,year_of_birth,integer,,,,
