model,version,table,field,ref_table,ref_field,name
pedsnet,v2.1,measurement,measurement_concept_id,concept,concept_id,fpk_measurement_concept
pedsnet,v2.1,measurement,measurement_source_concept_id,concept,concept_id,fpk_measurement_concept_s
pedsnet,v2.1,measurement,operator_concept_id,concept,concept_id,fpk_measurement_operator
pedsnet,v2.1,measurement,person_id,person,person_id,fpk_measurement_person
pedsnet,v2.1,measurement,provider_id,provider,provider_id,fpk_measurement_provider
pedsnet,v2.1,measurement,range_high_operator_concept_id,concept,concept_id,fpk_measurement_range_high_operator
pedsnet,v2.1,measurement,range_low_operator_concept_id,concept,concept_id,fpk_measurement_range_low_operator
pedsnet,v2.1,measurement,measurement_type_concept_id,concept,concept_id,fpk_measurement_type_concept
pedsnet,v2.1,measurement,unit_concept_id,concept,concept_id,fpk_measurement_unit
pedsnet,v2.1,measurement,value_as_concept_id,concept,concept_id,fpk_measurement_value
pedsnet,v2.1,measurement,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_measurement_visit
