model,version,table,field,type,length,precision,scale,default
omop,5.0.0,specimen,anatomic_site_concept_id,integer,,,,
omop,5.0.0,specimen,anatomic_site_source_value,string,50,,,
omop,5.0.0,specimen,disease_status_concept_id,integer,,,,
omop,5.0.0,specimen,disease_status_source_value,string,50,,,
omop,5.0.0,specimen,person_id,integer,,,,
omop,5.0.0,specimen,quantity,number,,20,5,
omop,5.0.0,specimen,specimen_concept_id,integer,,,,
omop,5.0.0,specimen,specimen_date,date,,,,
omop,5.0.0,specimen,specimen_id,integer,,,,
omop,5.0.0,specimen,specimen_source_id,string,50,,,
omop,5.0.0,specimen,specimen_source_value,string,50,,,
omop,5.0.0,specimen,specimen_time,string,10,,,
omop,5.0.0,specimen,specimen_type_concept_id,integer,,,,
omop,5.0.0,specimen,unit_concept_id,integer,,,,
omop,5.0.0,specimen,unit_source_value,string,50,,,
