model,version,table,field,type,length,precision,scale,default
pedsnet,v5.3,drug_strength,amount_unit_concept_id,integer,,,,
pedsnet,v5.3,drug_strength,amount_value,number,,,,
pedsnet,v5.3,drug_strength,denominator_unit_concept_id,integer,,,,
pedsnet,v5.3,drug_strength,denominator_value,number,,,,
pedsnet,v5.3,drug_strength,drug_concept_id,integer,,,,
pedsnet,v5.3,drug_strength,ingredient_concept_id,integer,,,,
pedsnet,v5.3,drug_strength,invalid_reason,string,1,,,
pedsnet,v5.3,drug_strength,numerator_unit_concept_id,integer,,,,
pedsnet,v5.3,drug_strength,numerator_value,number,30,25,,
pedsnet,v5.3,drug_strength,valid_end_date,date,,,,
pedsnet,v5.3,drug_strength,valid_start_date,date,,,,
pedsnet,v5.3,drug_strength,box_size,integer,,,,
